tree,MPD,n_leaves
FAM016887.nw,0.11804202733333333,27
FAM030068.nw,0.22661666647619044,7
FAM014623.nw,0.33036470976190474,21
FAM022942.nw,0.23162015940000003,5
FAM021524.nw,0.6927345576,5
FAM009660.nw,0.9643296188529412,17
FAM008625.nw,0.13467963518253967,28
FAM015984.nw,0.1155514724413793,30
FAM017581.nw,0.41705987800000005,5
FAM007316.nw,0.1711339103225806,31
FAM019734.nw,0.1882688897333333,6
FAM022387.nw,0.6653385486,5
FAM008205.nw,0.02369971588933873,39
FAM020841.nw,0.3043870514,5
FAM000667.nw,0.08844662594444445,9
FAM004393.nw,0.30999954335238095,21
FAM023593.nw,1.3811729268000001,5
FAM015928.nw,0.15114211160000002,5
FAM023948.nw,0.9550726222000001,5
FAM014384.nw,0.5613282577142856,7
FAM003923.nw,0.5943385123214285,8
FAM018091.nw,0.03481153766666667,6
FAM015985.nw,0.3283870918275862,30
FAM020320.nw,0.16945420479999998,5
FAM004586.nw,0.18095613802352942,35
FAM019370.nw,0.11888954219999999,5
FAM015979.nw,0.5230594655195402,30
FAM008123.nw,0.1404767279507389,29
FAM017099.nw,0.29468007086666664,6
FAM022277.nw,0.3546853209090909,11
FAM019546.nw,0.27719400864444443,10
FAM016461.nw,0.8709593488333333,16
FAM017814.nw,0.9356908208,5
FAM016980.nw,0.9111666184999999,9
FAM015988.nw,0.31186833007356324,30
FAM028138.nw,0.3786909950000001,6
FAM019616.nw,1.0996136064,5
FAM016363.nw,0.4605798961904762,7
FAM016087.nw,0.3492798661111111,10
FAM023192.nw,0.44412289299999996,5
FAM021078.nw,0.5019805591333334,6
FAM012958.nw,0.33244476589090904,11
FAM024326.nw,0.0186599656,5
FAM018702.nw,0.2919020298888888,9
FAM010882.nw,0.33176569300000003,12
FAM000118.nw,0.11227629858151261,35
FAM032275.nw,0.2358041396,5
FAM007508.nw,0.5402357101503267,18
FAM016671.nw,0.3478527150045977,30
FAM016302.nw,0.03706282474242425,12
FAM016384.nw,0.3299161305555555,28
FAM000299.nw,0.662183870011696,19
FAM022912.nw,0.7143910273999999,5
FAM021443.nw,0.016658996321428577,8
FAM031409.nw,0.19212437599999999,7
FAM020024.nw,0.8085494863999999,5
FAM023556.nw,0.11566635720000003,5
FAM008094.nw,0.2303639160923077,26
FAM031720.nw,0.059825404599999986,5
FAM019040.nw,0.2813018407619048,7
FAM011142.nw,0.1886160032666667,6
FAM023214.nw,0.656321049,5
FAM022235.nw,0.2747481273333333,7
FAM004026.nw,0.24556049704615382,26
FAM023583.nw,0.361671996,5
FAM016885.nw,0.5071103517878787,22
FAM017663.nw,0.36807626682051275,13
FAM009783.nw,0.21395883414153846,26
FAM013095.nw,0.17355134584871795,40
FAM008218.nw,0.23085684271692747,38
FAM017992.nw,0.2031849798,5
FAM023748.nw,0.6827393417999998,5
FAM024030.nw,0.4436455446,5
FAM023842.nw,0.4617460714,5
FAM010957.nw,0.08994997915078236,38
FAM006972.nw,0.8611452303809524,7
FAM005334.nw,0.27087962163076923,40
FAM022161.nw,0.5197296988666666,6
FAM016164.nw,0.2845805307671958,28
FAM031376.nw,0.6942785330000001,5
FAM023765.nw,1.0468714396,5
FAM021289.nw,0.00152739,6
FAM022520.nw,0.04826891066666666,6
FAM017575.nw,0.4812451473846154,13
FAM003759.nw,0.035306116675268825,31
FAM018952.nw,0.08028343826666667,6
FAM021650.nw,0.3726003738,5
FAM022417.nw,0.18402319833333333,6
FAM023816.nw,0.0796495202,5
FAM027052.nw,0.5610191052,5
FAM022367.nw,0.457810748142857,8
FAM023444.nw,0.4067884332,5
FAM019692.nw,0.15639848099999995,5
FAM017137.nw,0.19073609393333332,6
FAM007077.nw,0.5370473587912087,14
FAM019907.nw,0.2608731938095238,7
FAM021107.nw,0.6031760661818182,11
FAM019008.nw,0.18016261895238095,15
FAM003091.nw,0.13753224051209675,32
FAM016613.nw,0.5084652199444444,9
FAM016267.nw,0.6469821479848484,12
FAM000959.nw,0.9413875517567568,37
FAM021467.nw,0.04499301931868131,14
FAM022089.nw,0.8591515094285713,7
FAM020446.nw,0.7014976277142858,7
FAM020711.nw,2.0251453141999995,5
FAM018525.nw,0.053814395,5
FAM016111.nw,0.20590705228571432,7
FAM020573.nw,1.8333330642,5
FAM019387.nw,0.4113548134,5
FAM013526.nw,0.5566071727333334,6
FAM030445.nw,0.48762675046666676,6
FAM012382.nw,0.30243493622943723,22
FAM009994.nw,0.0003288689841269841,36
FAM016785.nw,0.7219906313043478,24
FAM003717.nw,0.34344295579999995,5
FAM001675.nw,0.8051870042222221,10
FAM006208.nw,0.16153804694285717,36
FAM022328.nw,0.05991530654545455,11
FAM018440.nw,0.08158254231111112,10
FAM017227.nw,0.047678420799999996,5
FAM013656.nw,0.27549171513333326,6
FAM008842.nw,0.38100163519999997,5
FAM018360.nw,0.3788380154,5
FAM021155.nw,0.8798834648000001,5
FAM015634.nw,0.12582316791812864,19
FAM019192.nw,0.8294337652222221,9
FAM012236.nw,0.5126183134,6
FAM017859.nw,0.4249449106,5
FAM019001.nw,0.08913193704761904,7
FAM031061.nw,0.5797279047619048,7
FAM006174.nw,0.257396133751634,18
FAM016276.nw,0.5945826073818182,11
FAM020189.nw,0.1623479036,5
FAM020430.nw,0.2437043615238095,7
FAM022804.nw,0.20066652438095242,7
FAM015822.nw,0.7044971280000001,5
FAM022487.nw,0.6183490676000001,5
FAM020427.nw,0.2140511604,5
FAM009474.nw,0.24595160840634925,36
FAM022946.nw,0.5877526318666667,6
FAM003395.nw,0.6691231570380951,36
FAM001485.nw,0.0,35
FAM016971.nw,0.20373652739999998,5
FAM002417.nw,0.1948220209825397,36
FAM022547.nw,0.8538489444761904,7
FAM020669.nw,0.25858664332142856,8
FAM022644.nw,0.4564477643809524,7
FAM022400.nw,0.6641252704761905,7
FAM005594.nw,0.3737470317678161,30
FAM002778.nw,0.10595311216935484,32
